person_id,sociability,routine_preference,spontaneity,travel_tolerance,nightlife_preference,activity_budget,family_orientation,warmth,directness,patience,communication_style,personality_summary
P00912,0.45,0.50,0.41,0.57,0.61,0.30,0.33,0.22,0.89,0.81,直接简洁,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式直接简洁，处理分歧时较有耐心。
P00913,0.48,0.63,0.32,0.42,0.29,0.37,0.74,0.45,0.33,0.62,克制务实,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式克制务实，重视家庭联系。
P00914,0.70,0.65,0.25,0.53,0.53,0.71,0.66,0.63,0.50,0.27,健谈外向,性格较为外向，通常愿意主动联系熟人并参加共同活动。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式健谈外向，生活取向相对均衡。
P00915,0.47,0.66,0.45,0.46,0.44,0.26,0.61,0.62,0.69,0.34,坦率热情,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式坦率热情，生活取向相对均衡。
P00916,0.49,0.49,0.44,0.34,0.66,0.70,0.57,0.35,0.64,0.71,沉稳耐心,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；更偏好住处或工作地点附近的活动。交流方式沉稳耐心，处理分歧时较有耐心。
P00917,0.52,0.57,0.29,0.63,0.44,0.65,0.63,0.21,0.77,0.50,直接简洁,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式直接简洁，生活取向相对均衡。
P00918,0.50,0.40,0.59,0.35,0.35,0.35,0.46,0.68,0.46,0.50,温和体贴,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式温和体贴，生活取向相对均衡。
P00919,0.66,0.64,0.50,0.67,0.62,0.38,0.53,0.84,0.49,0.77,温和体贴,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式温和体贴，处理分歧时较有耐心。
P00920,0.52,0.80,0.23,0.54,0.62,0.80,0.89,0.80,0.38,0.64,温和体贴,社交态度适中，既愿意参加活动，也需要独处时间。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；对出行距离没有明显偏好。交流方式温和体贴，重视家庭联系。
P00921,0.46,0.65,0.42,0.26,0.51,0.64,0.30,0.62,0.40,0.90,沉稳耐心,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；更偏好住处或工作地点附近的活动。交流方式沉稳耐心，处理分歧时较有耐心。
P00922,0.87,0.79,0.23,0.62,0.59,0.55,0.92,0.36,0.40,0.58,健谈外向,性格较为外向，通常愿意主动联系熟人并参加共同活动。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；对出行距离没有明显偏好。交流方式健谈外向，重视家庭联系。
P00923,0.09,0.41,0.49,0.52,0.15,0.40,0.49,0.60,0.18,0.42,克制务实,性格偏安静，更喜欢小范围交往和熟悉的人。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式克制务实，生活取向相对均衡。
P00924,0.28,0.98,0.26,0.32,0.57,0.76,0.35,0.26,0.30,0.57,克制务实,性格偏安静，更喜欢小范围交往和熟悉的人。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；更偏好住处或工作地点附近的活动。交流方式克制务实，生活取向相对均衡。
P00925,0.30,0.56,0.56,0.41,0.24,0.58,0.65,0.63,0.68,0.84,坦率热情,性格偏安静，更喜欢小范围交往和熟悉的人。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式坦率热情，处理分歧时较有耐心。
P00926,0.35,0.96,0.30,0.54,0.55,0.45,0.68,0.58,0.22,0.37,克制务实,性格偏安静，更喜欢小范围交往和熟悉的人。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；对出行距离没有明显偏好。交流方式克制务实，生活取向相对均衡。
P00927,0.43,0.63,0.29,0.31,0.52,0.76,0.73,0.41,0.40,0.46,克制务实,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；更偏好住处或工作地点附近的活动。交流方式克制务实，重视家庭联系。
P00928,0.31,0.23,0.66,0.61,0.50,0.68,0.62,0.32,0.69,0.41,直接简洁,性格偏安静，更喜欢小范围交往和熟悉的人。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式直接简洁，生活取向相对均衡。
P00929,0.31,0.95,0.18,0.39,0.64,0.70,0.40,0.45,0.92,0.69,直接简洁,性格偏安静，更喜欢小范围交往和熟悉的人。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；对出行距离没有明显偏好。交流方式直接简洁，生活取向相对均衡。
P00930,0.68,0.74,0.24,0.55,0.60,0.20,0.33,0.95,0.67,0.72,坦率热情,性格较为外向，通常愿意主动联系熟人并参加共同活动。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；对出行距离没有明显偏好。交流方式坦率热情，处理分歧时较有耐心。
P00931,0.59,0.32,0.68,0.49,0.56,0.80,0.50,0.76,0.53,0.48,温和体贴,社交态度适中，既愿意参加活动，也需要独处时间。行动比较随性，容易接受临时邀约，也愿意尝试计划外活动；对出行距离没有明显偏好。交流方式温和体贴，生活取向相对均衡。
P00932,0.46,0.87,0.29,0.46,0.32,0.87,0.61,0.46,0.46,0.45,克制务实,社交态度适中，既愿意参加活动，也需要独处时间。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；对出行距离没有明显偏好。交流方式克制务实，生活取向相对均衡。
P00933,0.44,0.51,0.33,0.63,0.61,0.21,0.43,0.46,0.49,0.63,克制务实,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式克制务实，生活取向相对均衡。
P00934,0.25,0.89,0.23,0.71,0.43,0.41,0.19,0.72,0.52,0.88,温和体贴,性格偏安静，更喜欢小范围交往和熟悉的人。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；对较远的出行接受度较高。交流方式温和体贴，处理分歧时较有耐心。
P00935,0.51,0.58,0.55,0.62,0.28,0.27,0.34,0.60,0.49,0.77,沉稳耐心,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式沉稳耐心，处理分歧时较有耐心。
P00936,0.41,0.42,0.58,0.74,0.32,0.54,0.33,0.40,0.06,0.40,克制务实,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对较远的出行接受度较高。交流方式克制务实，生活取向相对均衡。
P00937,0.57,0.69,0.49,0.52,0.56,0.68,0.67,0.24,0.40,0.67,克制务实,社交态度适中，既愿意参加活动，也需要独处时间。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；对出行距离没有明显偏好。交流方式克制务实，生活取向相对均衡。
P00938,0.76,0.31,0.53,0.35,0.58,0.27,0.50,0.72,0.77,0.44,坦率热情,性格较为外向，通常愿意主动联系熟人并参加共同活动。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式坦率热情，生活取向相对均衡。
P00939,0.28,0.72,0.33,0.43,0.37,0.43,0.89,0.73,0.62,0.65,温和体贴,性格偏安静，更喜欢小范围交往和熟悉的人。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；对出行距离没有明显偏好。交流方式温和体贴，重视家庭联系。
P00940,0.36,0.38,0.50,0.35,0.33,0.88,0.17,0.41,0.71,0.62,直接简洁,性格偏安静，更喜欢小范围交往和熟悉的人。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式直接简洁，生活取向相对均衡。
P00941,0.89,0.24,0.60,0.78,0.66,0.88,0.45,0.40,0.24,0.77,沉稳耐心,性格较为外向，通常愿意主动联系熟人并参加共同活动。通常会做基本安排，但遇到合适机会也愿意临时调整；对较远的出行接受度较高。交流方式沉稳耐心，处理分歧时较有耐心。
P00942,0.75,0.57,0.60,0.35,0.56,0.27,0.36,0.72,0.59,0.66,温和体贴,性格较为外向，通常愿意主动联系熟人并参加共同活动。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式温和体贴，生活取向相对均衡。
P00943,0.76,0.35,0.57,0.73,0.45,0.61,0.59,0.45,0.60,0.21,健谈外向,性格较为外向，通常愿意主动联系熟人并参加共同活动。通常会做基本安排，但遇到合适机会也愿意临时调整；对较远的出行接受度较高。交流方式健谈外向，生活取向相对均衡。
P00944,0.30,0.79,0.45,0.35,0.49,0.59,0.30,0.19,0.73,0.51,直接简洁,性格偏安静，更喜欢小范围交往和熟悉的人。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；对出行距离没有明显偏好。交流方式直接简洁，生活取向相对均衡。
P00945,0.45,0.44,0.48,0.66,0.61,0.65,0.62,0.43,0.45,0.50,克制务实,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式克制务实，生活取向相对均衡。
P00946,0.46,0.80,0.23,0.60,0.65,0.43,0.35,0.63,0.79,0.31,坦率热情,社交态度适中，既愿意参加活动，也需要独处时间。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；对出行距离没有明显偏好。交流方式坦率热情，生活取向相对均衡。
P00947,0.57,0.03,0.63,0.46,0.51,0.73,0.51,0.79,0.58,0.42,温和体贴,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式温和体贴，生活取向相对均衡。
P00948,0.48,0.42,0.78,0.56,0.57,0.60,0.58,0.29,0.29,0.54,克制务实,社交态度适中，既愿意参加活动，也需要独处时间。行动比较随性，容易接受临时邀约，也愿意尝试计划外活动；对出行距离没有明显偏好。交流方式克制务实，生活取向相对均衡。
P00949,0.55,0.71,0.40,0.45,0.26,0.36,0.81,0.48,0.48,0.42,克制务实,社交态度适中，既愿意参加活动，也需要独处时间。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；对出行距离没有明显偏好。交流方式克制务实，重视家庭联系。
P00950,0.52,0.25,0.67,0.45,0.71,0.64,0.16,0.44,0.58,0.87,沉稳耐心,社交态度适中，既愿意参加活动，也需要独处时间。行动比较随性，容易接受临时邀约，也愿意尝试计划外活动；对出行距离没有明显偏好。交流方式沉稳耐心，喜欢晚间外出，处理分歧时较有耐心。
P00951,0.75,0.87,0.29,0.75,0.61,0.16,0.95,0.18,0.24,0.61,健谈外向,性格较为外向，通常愿意主动联系熟人并参加共同活动。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；对较远的出行接受度较高。交流方式健谈外向，重视家庭联系。
P00952,0.74,0.68,0.29,0.50,0.62,0.77,0.85,0.83,0.46,0.81,温和体贴,性格较为外向，通常愿意主动联系熟人并参加共同活动。日常节奏规律，倾向提前安排，不太喜欢计划被突然打乱；对出行距离没有明显偏好。交流方式温和体贴，重视家庭联系，处理分歧时较有耐心。
P00953,0.52,0.44,0.50,0.39,0.48,0.79,0.93,0.57,0.31,0.33,克制务实,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式克制务实，重视家庭联系。
P00954,0.36,0.28,0.55,0.54,0.69,0.08,0.18,0.41,0.47,0.41,克制务实,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式克制务实，喜欢晚间外出。
P00955,0.67,0.53,0.24,0.59,0.50,0.31,0.58,0.75,0.69,0.38,坦率热情,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式坦率热情，生活取向相对均衡。
P00956,0.36,0.26,0.58,0.46,0.46,0.70,0.61,0.60,0.74,0.39,坦率热情,性格偏安静，更喜欢小范围交往和熟悉的人。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式坦率热情，生活取向相对均衡。
P00957,0.65,0.64,0.33,0.70,0.55,0.30,0.96,0.38,0.31,0.88,沉稳耐心,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对较远的出行接受度较高。交流方式沉稳耐心，重视家庭联系，处理分歧时较有耐心。
P00958,0.56,0.41,0.51,0.65,0.52,0.79,0.68,0.70,0.43,0.33,温和体贴,社交态度适中，既愿意参加活动，也需要独处时间。通常会做基本安排，但遇到合适机会也愿意临时调整；对出行距离没有明显偏好。交流方式温和体贴，重视家庭联系。
